,PC1,PC2,PC3,Class
sample_775,-12.451365762614616,-0.6966264437743608,-18.726356919848925,BRCA
sample_776,1.6444158452673723,15.029935458544129,4.705794486441133,LUAD
sample_777,45.75829216055945,-6.207289098470805,-4.2399227590653465,KIRC
sample_778,-1.3470768125581432,21.12357598128764,7.649656279127184,LUAD
sample_779,1.3277302360953067,17.960043519553704,8.061944869639726,LUAD
sample_780,-4.475017369348975,24.64958472707731,0.5358896896496514,LUAD
sample_781,48.85809295617317,-10.377848793405496,-6.089868204562155,KIRC
sample_782,-10.723939200181597,-5.783976039513913,-22.273713959880393,BRCA
sample_783,-21.53426170252637,-10.79182373760203,28.152156454968342,PRAD
sample_784,-10.708296862803763,16.370034245129737,-11.357366378281577,BRCA
sample_785,-14.432618885252749,3.990353174469712,-21.777317002546916,BRCA
sample_786,40.918187781913645,-7.977069381988557,-7.178594763484866,KIRC
sample_787,-21.69835327740226,4.741681511847414,-22.42837558652547,BRCA
sample_788,-17.800002059572325,-18.52703950829924,24.606498539421796,PRAD
sample_789,21.41133134947837,-2.3259189058405405,8.7963893153129,KIRC
sample_790,-14.469717379926898,3.380149588195418,-21.816215938405335,BRCA
sample_791,-14.941642909151195,-0.5241607756190282,-25.963984248916518,BRCA
sample_792,-16.17662363251275,1.4857958398353417,-21.215205630541956,BRCA
sample_793,-21.032773441657582,0.5001845124068272,-25.042271911079236,BRCA
sample_794,-16.068731365780575,-24.558832834273407,25.00583661881793,PRAD
sample_795,3.5426397000105982,9.801885716626115,7.527444918470006,LUAD
sample_796,-20.39537327791971,-5.628835941010052,-25.259863260122614,BRCA
sample_797,-1.4453535970615285,19.017652359050214,10.678829067993256,LUAD
sample_798,3.492736037031541,-0.028518144232984086,20.778802074872427,COAD
sample_799,-14.27484260607513,-21.85045999115773,28.134264790513846,PRAD
sample_800,-14.538734981927464,-13.473221090124543,18.084451239127645,PRAD
